traded_date,open_price,max_price,min_price,closing_price,volume
2016-08-16,8124.75,8335.25,8103.07999999999993,8296.86000000000058,238799000
2016-08-17,8296.86000000000058,8462.48999999999978,8271.40999999999985,8400.07999999999993,267023000
2016-08-21,0,0,0,8318.79000000000087,160004000
2016-08-22,8318.79000000000087,8321.78000000000065,8088.18000000000029,8097.1899999999996,165472000
2016-08-23,8097.1899999999996,8238.96999999999935,7998,8057.80000000000018,152733000
2016-08-24,8057.80000000000018,8672.02000000000044,8062.0600000000004,8614.42000000000007,410726000
2016-08-28,8614.42000000000007,8828.20999999999913,8574,8671.68000000000029,492205000
2016-08-28,8614.42000000000007,8828.20999999999913,8574,8671.68000000000029,492205000
2016-08-29,8671.68000000000029,8750.21999999999935,8645.54999999999927,8727.56999999999971,517661000
2016-08-30,0,0,0,8742.82999999999993,320589000
2016-08-30,8727.56999999999971,8784.35000000000036,8679.98999999999978,8742.82999999999993,320589000
2016-08-31,8742.82999999999993,8919.29000000000087,8719.29000000000087,8868.96999999999935,361449000
2016-09-01,8868.96999999999935,8882.92000000000007,8785.97999999999956,8844.52000000000044,234247000
2016-09-04,8844.52000000000044,8867.25,8792.38999999999942,8862.59000000000015,148791000
2016-09-05,8862.59000000000015,8928.95999999999913,8853.73999999999978,8862.20999999999913,173362000
2016-09-06,8862.20999999999913,8969.97999999999956,8800.42000000000007,8814.79000000000087,260045000
2016-09-07,8814.79000000000087,8963.28000000000065,8804.86000000000058,8909.1200000000008,471186000
2016-09-08,8909.1200000000008,8974.02000000000044,8905.84000000000015,8945.35000000000036,463406000
2016-09-11,8945.35000000000036,8982.39999999999964,8920.70999999999913,8923.30999999999949,252495000
2016-09-12,8923.30999999999949,8978.71999999999935,8912.1200000000008,8972.8799999999992,284999000
2016-09-14,0,0,0,9063.1299999999992,330580000
2016-09-18,9063.1299999999992,9103.5,8955.40999999999985,8975.65999999999985,211734000
2016-09-18,9063.1299999999992,9103.5,8955.40999999999985,8975.65999999999985,211734000
2016-09-20,8975.65999999999985,9020.26000000000022,8921.79999999999927,9011.01000000000022,253831000
2016-09-21,9011.01000000000022,9013.21999999999935,8887.40999999999985,8976.68000000000029,213531000
2016-09-21,9011.01000000000022,9013.21999999999935,8887.40999999999985,8976.68000000000029,213531000
2016-09-22,9011.01000000000022,9006.46999999999935,8881,8983.3700000000008,282781000
2016-09-25,8983.3700000000008,9004.63999999999942,8714.45000000000073,8735.65999999999985,205658000
2016-09-26,0,0,0,8822.86000000000058,181273000
2016-09-27,0,0,0,8799.60000000000036,127102000
2016-09-28,8799.8700000000008,8817.78000000000065,8702.90999999999985,8721.29000000000087,220445000
2016-09-29,8721.29000000000087,8743.04999999999927,8663.44000000000051,8701.46999999999935,173343000
2016-10-02,8701.73999999999978,8938.47999999999956,8692.42000000000007,8938.47999999999956,240289000
2016-10-03,8938.79999999999927,9078.36000000000058,8931.04000000000087,9073.93000000000029,243308000
2016-10-04,9074.25,9362.92000000000007,9074.25,9305.76000000000022,454832000
2016-10-05,0,0,0,9,234752000
2016-10-06,9287.04999999999927,9387.40999999999985,9282.86000000000058,9351.1200000000008,319956000
2016-10-16,9287.04999999999927,9388.93000000000029,9218.72999999999956,9269.65999999999985,137780000
2016-10-17,9269.65999999999985,9275.47999999999956,9120.76000000000022,9207.64999999999964,176947000
2016-10-18,0,0,0,9216.60000000000036,99885800
2016-10-19,9216.60000000000036,9231.38999999999942,9158.38999999999942,9159.46999999999935,139126000
2016-10-20,9159.46999999999935,9292.23999999999978,9155.15999999999985,9287.21999999999935,198581000
2016-10-23,9287.21999999999935,9315.79000000000087,9254.95999999999913,9275.06999999999971,322913000
2016-10-24,9275.06999999999971,9295.68000000000029,9190.70999999999913,9236.51000000000022,287651000
2016-10-25,9236.51000000000022,9240.20000000000073,9093.17000000000007,9103.04999999999927,168497000
2016-10-26,9103.04999999999927,9211.57999999999993,9040.45999999999913,9208.1299999999992,212532000
2016-10-27,9208.1299999999992,9218.23999999999978,9159.05999999999949,9166.89999999999964,126286000
2016-11-03,9166.89999999999964,9184.85000000000036,9101.79000000000087,9135.69000000000051,112496000
2016-11-07,9135.69000000000051,9163.79999999999927,9072.13999999999942,9086.45999999999913,183525000
2016-11-08,9086.45999999999913,9084.48999999999978,8930.8700000000008,8956.77000000000044,167347000
2016-11-09,8957.09000000000015,8982.26000000000022,8782.56999999999971,8797.90999999999985,178130000
2016-11-10,8797.90999999999985,8887.03000000000065,8708.31999999999971,8761.48999999999978,163454000
2016-11-13,8761.48999999999978,8910.5,8742.54999999999927,8800.3700000000008,113270000
2016-11-14,8800.3700000000008,8846.44000000000051,8800.21999999999935,8843.6200000000008,238098000
2016-11-15,8843.6200000000008,8899.21999999999935,8796.18000000000029,8820.55999999999949,168656000
2016-11-16,8820.55999999999949,8983.70999999999913,8841.60000000000036,8883.13999999999942,365462000
2016-11-17,8883.13999999999942,8882.3700000000008,8617.46999999999935,8641.19000000000051,359777000
2016-11-20,8641.19000000000051,8630.82999999999993,8080.42000000000007,8240.52000000000044,388711000
2016-11-21,8240.52000000000044,8321.14999999999964,8076.52999999999975,8229.79000000000087,265318000
2016-11-22,8229.79000000000087,8232.48999999999978,8094.13000000000011,8105.64000000000033,223418000
2016-11-23,8105.64000000000033,8109.90999999999985,7728.21000000000004,7740,311898000
2016-11-24,7740,7922.4399999999996,7358.72999999999956,7493.05000000000018,276085000
2016-11-27,7493.05000000000018,7492.47000000000025,6913.77999999999975,6930.10999999999967,257726000
2016-11-28,6930.10999999999967,7202.31999999999971,6465.09000000000015,7065.01000000000022,349794000
2016-11-29,7065.01000000000022,7416.23999999999978,6753.94999999999982,7413.13000000000011,365903000
2016-11-30,7413.13000000000011,7739.22000000000025,7352.47999999999956,7739.22000000000025,392263000
2016-12-01,7739.22000000000025,7884.31999999999971,7640.94999999999982,7702.32999999999993,389795000
2016-12-04,7702.32999999999993,7705.8100000000004,7427.77000000000044,7427.77000000000044,196762000
2016-12-05,7427.77000000000044,7433.18000000000029,7246.14000000000033,7254.39000000000033,137079000
2016-12-06,7254.39000000000033,7455.86999999999989,7211.23999999999978,7432.36999999999989,217739000
2016-12-07,7432.36999999999989,7471.14999999999964,7352.47000000000025,7410.80000000000018,144392000
2016-12-08,7410.80000000000018,7436.51000000000022,7280.5600000000004,7365.63000000000011,260515000
2016-12-11,7365.63000000000011,7414.98999999999978,7211.34000000000015,7218.13000000000011,103104000
2016-12-12,7218.13000000000011,7218.13000000000011,7021.43000000000029,7150.48999999999978,124842000
2016-12-14,7150.48999999999978,7210.14999999999964,7049.21000000000004,7210.14999999999964,108761000
2016-12-15,7210.14999999999964,7331.47000000000025,7192.57999999999993,7302.38000000000011,115081000
2016-12-18,7302.38000000000011,7375.28999999999996,7219.90999999999985,7375.28999999999996,108326000
2016-12-19,7375.28999999999996,7388.52999999999975,7261.92000000000007,7271.80000000000018,83417100
2016-12-20,7271.80000000000018,7271.80000000000018,7153.8100000000004,7160.44999999999982,63192400
2016-12-21,7160.44999999999982,7164.39000000000033,6981.77000000000044,6981.77000000000044,121797000
2016-12-22,6981.77000000000044,7046.9399999999996,6967.81999999999971,6972.28999999999996,114185000
2016-12-26,6972.28999999999996,7000.60999999999967,6656.60000000000036,6661.27999999999975,124614000
2016-12-27,6661.27999999999975,6658.92000000000007,6430.71000000000004,6469.64999999999964,185247000
2016-12-28,6469.64999999999964,6589.21000000000004,6418.18000000000029,6499.35999999999967,131900000
2016-12-29,6499.35999999999967,6990.89999999999964,6493.02999999999975,6786.03999999999996,225174000
2017-01-01,6786.03999999999996,6904.09000000000015,6757.56999999999971,6813.71000000000004,162205000
2017-01-02,6813.71000000000004,6880.92000000000007,6746.02000000000044,6842.15999999999985,126030000
2017-01-03,6842.15999999999985,6848.14999999999964,6625.19999999999982,6625.19999999999982,103413000
2017-01-04,6625.19999999999982,6760.77000000000044,6581.4399999999996,6711.64000000000033,85310800
2017-01-05,6711.64000000000033,6742.53999999999996,6642.47000000000025,6670.30000000000018,71358700
2017-01-08,6670.30000000000018,6676.28999999999996,6630.85999999999967,6659.13000000000011,66860600
2017-01-09,6659.13000000000011,6811.76000000000022,6660.92000000000007,6806.96000000000004,76354300
2017-01-10,6806.96000000000004,6991.81999999999971,6800.10999999999967,6975.80000000000018,142837000
2017-01-11,6975.80000000000018,7021.59000000000015,6893.77999999999975,6925.56999999999971,80248200
2017-01-12,6925.56999999999971,6984.69999999999982,6918.85999999999967,6934.80000000000018,66132400
2017-01-15,6934.80000000000018,6936.98999999999978,6868.38000000000011,6890.27999999999975,61758000
2017-01-16,6890.27999999999975,6894.94999999999982,6751.78999999999996,6760.25,41773000
2017-01-17,6760.25,6780.52999999999975,6688.47999999999956,6737.47999999999956,59996700
2017-01-18,6737.47999999999956,6805.01000000000022,6724.35999999999967,6804.1899999999996,49320800
2017-01-19,6804.1899999999996,6863.10999999999967,6804.1899999999996,6856.43000000000029,63871200
2017-01-22,6856.43000000000029,6907.05000000000018,6841.19999999999982,6859.56999999999971,46621400
2017-01-23,6859.56999999999971,6874.64999999999964,6784.92000000000007,6793.4399999999996,68327000
2017-01-24,6793.4399999999996,6804.52999999999975,6642.69999999999982,6652.69999999999982,59879800
2017-01-25,6652.69999999999982,6648.42000000000007,6368.97000000000025,6385.28999999999996,114336000
2017-01-26,6385.28999999999996,6399.85999999999967,6168.32999999999993,6283.78999999999996,103313000
2017-01-30,6283.78999999999996,6294.10000000000036,5731.43000000000029,5737.23999999999978,125121000
2017-01-31,5737.23999999999978,5887.78999999999996,5595.0600000000004,5708.81999999999971,132831000
2017-02-01,5708.81999999999971,6084.81999999999971,5709.6899999999996,6084.81999999999971,85296400
2017-02-02,6084.81999999999971,6238.34000000000015,5994.11999999999989,6058.55000000000018,124766000
2017-02-05,6058.55000000000018,6061.69999999999982,5905.14000000000033,5932,41313200
2017-02-06,5932,5917.60999999999967,5756.63000000000011,5807.69999999999982,38788400
2017-02-07,5807.69999999999982,5816.5600000000004,5745.23999999999978,5784.14000000000033,64789600
2017-02-08,5784.14000000000033,5775.40999999999985,5596.1899999999996,5605.05000000000018,70176300
2017-02-09,5605.05000000000018,5609.6899999999996,5380.86999999999989,5380.86999999999989,103704000
2017-02-12,5380.86999999999989,5388.03999999999996,5033.19999999999982,5034.72999999999956,99292900
2017-02-13,5034.72999999999956,5228.78999999999996,4838.97000000000025,5227.61999999999989,87247400
2017-02-14,5227.61999999999989,5234.85999999999967,5103.96000000000004,5134.13000000000011,70473500
2017-02-15,5134.13000000000011,5522.57999999999993,5137.19999999999982,5519.59000000000015,159118000
2017-02-16,5519.59000000000015,5824.30000000000018,5471.72999999999956,5809.85999999999967,187097000
2017-02-19,5809.85999999999967,6117.46000000000004,5633.0600000000004,6105.82999999999993,222002000
2017-02-20,6105.82999999999993,6383.88000000000011,6004.19999999999982,6141.94999999999982,344538000
2017-02-21,6141.94999999999982,6307.85999999999967,5937.38000000000011,6003.86999999999989,210256000
2017-02-22,6003.86999999999989,6047.01000000000022,5879.43000000000029,5891.18000000000029,107377000
2017-02-23,5891.18000000000029,5928.72000000000025,5821.31999999999971,5855.35000000000036,52299600
2017-02-26,5855.35000000000036,5860.1899999999996,5686.48999999999978,5686.48999999999978,52923300
2017-02-28,5686.48999999999978,5683.85000000000036,5532.80000000000018,5572.42000000000007,95808300
2017-03-01,5572.42000000000007,5791.11999999999989,5600.92000000000007,5787.13000000000011,109428000
2017-03-02,5787.13000000000011,5884.55000000000018,5804.55000000000018,5882.26000000000022,100473000
2017-03-05,5882.26000000000022,6179.5600000000004,5883.31999999999971,6108.46000000000004,200004000
2017-03-06,6108.46000000000004,6239.35000000000036,6072.97999999999956,6104.9399999999996,194531000
2017-03-07,6104.9399999999996,6090.72000000000025,5945.64999999999964,6030.36999999999989,130460000
2017-03-09,6030.36999999999989,6146.60999999999967,6028.60999999999967,6089.61999999999989,124970000
2017-03-13,6089.61999999999989,6254.35000000000036,6092,6198.69999999999982,102077000
2017-03-14,6198.69999999999982,6276.5600000000004,6179.17000000000007,6193.03999999999996,97954900
2017-03-15,6193.03999999999996,6277.46000000000004,6122.97999999999956,6230.21000000000004,106339000
2017-03-16,6230.21000000000004,6282.10000000000036,6226.51000000000022,6263.21000000000004,137327000
2017-03-19,6263.21000000000004,6635.07999999999993,6261.89000000000033,6630.69999999999982,232791000
2017-03-20,6630.69999999999982,7197.52999999999975,6633.47000000000025,7197.52999999999975,511855000
2017-03-21,7197.52999999999975,7342.05000000000018,6990.46000000000004,7305.93000000000029,646807000
2017-03-22,7305.93000000000029,7454.19999999999982,7185.81999999999971,7217.3100000000004,338172000
2017-03-23,7217.3100000000004,7294.14999999999964,7088.27999999999975,7226.89999999999964,235272000
2017-03-26,7226.89999999999964,7541.13000000000011,7221.44999999999982,7430.27000000000044,349113000
2017-03-28,7430.27000000000044,7933.38000000000011,7430.27000000000044,7933.38000000000011,312128000
2017-03-29,7933.38000000000011,8143.40999999999985,7778.03999999999996,7780.61999999999989,502711000
2017-03-30,7781.0600000000004,8001.4399999999996,7696.56999999999971,7850.98999999999978,316402000
2017-04-02,7850.98999999999978,8584.36000000000058,7854.67000000000007,8584.36000000000058,310400000
2017-04-03,8584.36000000000058,9027.59000000000015,8536.29000000000087,8652.01000000000022,1039610000
2017-04-04,8652.01000000000022,8804.59000000000015,8412.34000000000015,8663.23999999999978,638141000
2017-04-06,8663.23999999999978,8784.59000000000015,8575.11000000000058,8679.15999999999985,525775000
2017-04-09,8679.15999999999985,8790.29999999999927,8624.1299999999992,8641.97999999999956,389089000
2017-04-10,8641.97999999999956,8850.98999999999978,8648.70000000000073,8843.47999999999956,507033000
2017-04-11,8843.47999999999956,8987.82999999999993,8853.28000000000065,8945.36000000000058,546649000
2017-04-12,8945.36000000000058,9159.29999999999927,8804.52000000000044,8804.52000000000044,652529000
2017-04-13,8804.52000000000044,8922.46999999999935,8614.96999999999935,8869,495110000
2017-04-16,8869,8966.89999999999964,8542.43000000000029,8546.15999999999985,452405000
2017-04-18,8546.15999999999985,8550.20000000000073,8263.45999999999913,8361.69000000000051,542686000
2017-04-19,8361.69000000000051,8654.36000000000058,8359.93000000000029,8654.36000000000058,415462000
2017-04-20,8654.36000000000058,8851.36000000000058,8649.20999999999913,8688.06999999999971,486738000
2017-04-23,8688.06999999999971,9200.95999999999913,8692.89999999999964,9007,578313000
2017-04-24,9007,9098.81999999999971,8887.20000000000073,8923.26000000000022,342516000
2017-04-25,8923.26000000000022,9075.11000000000058,8923.26000000000022,8974.98999999999978,451776000
2017-04-26,8974.98999999999978,9103.69000000000051,8970.03000000000065,8981.05999999999949,273019000
2017-04-27,8981.05999999999949,9111.86000000000058,8899.44000000000051,9050.86000000000058,473347000
2017-04-30,9050.86000000000058,9049.40999999999985,8856.1299999999992,8882.94000000000051,286573000
2017-05-02,8882.94000000000051,9076.82999999999993,8845.92000000000007,8961.95999999999913,265253000
2017-05-03,8961.95999999999913,9085.70999999999913,8963.70999999999913,8978.5,218226000
2017-05-04,8978.5,8985.69000000000051,8869.86000000000058,8884.81999999999971,196051000
2017-05-07,8884.81999999999971,8948.82999999999993,8750.72999999999956,8772.52000000000044,174160000
2017-05-08,8772.52000000000044,8898.04999999999927,8736.47999999999956,8810.69000000000051,129642000
2017-05-09,8810.69000000000051,8886.68000000000029,8802.29000000000087,8876.70000000000073,156285000
2017-05-11,8876.70000000000073,8934.65999999999985,8861.30999999999949,8922.15999999999985,178622000
2017-05-15,8922.15999999999985,9054.1200000000008,8923.55999999999949,8930.80999999999949,168048000
2017-05-16,8930.80999999999949,8942.10000000000036,8881.78000000000065,8884.73999999999978,130991000
2017-05-17,8884.73999999999978,8905.39999999999964,8837.18000000000029,8858.13999999999942,227965000
2017-05-18,8858.13999999999942,8889.47999999999956,8827.29000000000087,8887.32999999999993,312412000
2017-05-21,8887.32999999999993,8934.36000000000058,8775.01000000000022,8782.45999999999913,269144000
2017-05-22,8782.45999999999913,8785.84000000000015,8713.42000000000007,8717.10000000000036,149530000
2017-05-23,8717.10000000000036,8796.70000000000073,8693.92000000000007,8738.02000000000044,198201000
2017-05-24,8738.02000000000044,8785.15999999999985,8651.98999999999978,8758.75,179896000
2017-05-28,8758.75,8775.07999999999993,8618.67000000000007,8624.45000000000073,154997000
2017-05-30,8624.45000000000073,8631.64999999999964,8472.15999999999985,8503.95000000000073,206751000
2017-05-31,8503.95000000000073,8639.59000000000015,8383.90999999999985,8625.36000000000058,179213000
2017-06-01,8625.36000000000058,8671.98999999999978,8579.26000000000022,8614.8700000000008,152765000
2017-06-04,8614.8700000000008,8623.64999999999964,8495.38999999999942,8519.80999999999949,145140000
2017-06-05,8519.80999999999949,8596.27000000000044,8505.89999999999964,8534.90999999999985,132196000
2017-06-06,8534.90999999999985,8756.65999999999985,8550.70000000000073,8707.47999999999956,232436000
2017-06-07,8707.47999999999956,8763.28000000000065,8589.57999999999993,8591.70000000000073,171474000
2017-06-08,8591.70000000000073,8607,8524.14999999999964,8551.89999999999964,136178000
2017-06-11,8551.89999999999964,8583.76000000000022,8401.60000000000036,8413.56999999999971,204819000
2017-06-12,8413.56999999999971,8421.22999999999956,8326.01000000000022,8332.51000000000022,128925000
2017-06-13,8332.51000000000022,8397.76000000000022,8296.70999999999913,8347.20000000000073,101903000
2017-06-14,8347.20000000000073,8392.77000000000044,8326.23999999999978,8366.3700000000008,183511000
2017-06-15,8366.3700000000008,8465.11000000000058,8321.78000000000065,8377.70999999999913,151932000
2017-06-18,8377.70999999999913,8446.05999999999949,8347.13999999999942,8362.96999999999935,213152000
2017-06-19,8362.96999999999935,8371.68000000000029,8205.56999999999971,8220.07999999999993,296410000
